date,mean(¡ÆC),prep(mm),humidity(%),whole_price,retail_price
20160922,21.9,0,46.3,25000,4031
20160923,21.4,0,57.9,23000,4031
20160924,22.3,0,60.6,23000,4031
20160925,23,0,57.6,25000,3913
20160926,23.6,0,59.1,25000,3913
20160927,21,13.5,82.5,27000,3913
20160928,19.9,0.5,84.6,28000,3975
20160929,20.4,0,64.4,30000,4448
20160930,20.5,0,66.9,33000,4448
20161001,21.1,0,69,37000,4610
20161002,19,18.5,84.1,37000,4610
20161003,22.7,6.5,73.3,37000,4610
20161004,22,0,58.9,37000,4610
20161005,21.1,0,61.9,39000,4735
20161006,18,0,59.3,41000,5540
20161007,19.7,2,67.8,40000,5603
20161008,16.8,6,66.4,40000,5603
20161009,11.3,0,46.3,42000,5603
20161010,14,0,43.3,42000,5603
20161011,15.4,0,62.4,40000,5503
20161012,15.5,0,57,40000,5565
20161013,15.2,0,44.1,40000,5565
20161014,16.7,0,61.8,42000,5846
20161015,19.1,0,60.6,42000,5846
20161016,17.2,1.5,74.1,42000,5967
20161017,17.5,0,76.1,42000,5967
20161018,17,0,70.9,42000,6039
20161019,18,0,67.6,40000,6039
20161020,18.6,0,61.3,40000,6253
20161021,17.9,0,58.6,40000,6229
20161022,18.3,0,59,40000,6229
20161023,13.3,2.5,66.3,30000,6310
20161024,15.1,0,54.8,30000,6310
20161025,14.1,37,84,28000,6380
20161026,13.3,0,81,28000,6380
20161027,14.6,0,65.4,30000,5838
20161028,14.6,0.3,61.8,28000,5775
20161029,7.8,0,40.3,28000,5775
20161030,7.9,0,31.9,28000,5775
20161031,5.7,0.5,59.9,28000,5775
20161101,1.5,0,43.6,27000,5481
20161102,4.1,0.1,53.1,27000,5231
20161103,9.1,0.2,62.8,27000,5050
20161104,12.3,0,67,28000,5050
20161105,15,0,77.4,28000,5050
20161106,14,0,59.4,30000,5050
20161107,12.8,5.5,71.3,30000,5050
20161108,4.1,0.5,58,29000,5081
20161109,2.1,0,41.1,31000,5081
20161110,6,0.4,55.5,30000,5446
20161111,9.1,4,63.3,30000,5503
20161112,11.4,0,62.1,30000,5503
20161113,14.4,0.5,74.8,30000,5503
20161114,13.2,1.5,78.5,30000,5503
20161115,5.2,0,44.3,28000,5503
20161116,5.2,0,44.3,28000,5596
20161117,9.1,0,56.4,30000,5108
20161118,10.3,0,58.4,30000,4844
20161119,13,0,71.1,30000,4844
20161120,9.8,0,48.6,28000,5006
20161121,9.5,0,40.5,28000,5006
20161122,2,0.2,43.3,30000,4881
20161123,-1.8,0,37.5,31000,4813
20161124,-2.5,0,37.8,31000,4744
20161125,1,0,43.9,31000,4744
20161126,0.9,2.8,69.6,31000,4744
20161127,3.3,0,81.3,31000,4744
20161128,1.4,0,57.9,31000,4744
20161129,1.7,0,40.8,31000,4744
20161130,6,1,59.8,31000,4938
20161201,4.1,0,47.6,31000,4769
20161202,1.6,0,48.4,31000,4769
20161203,4.5,0,58.8,33000,4769
20161204,5.5,0,60.1,33000,4713
20161205,5.9,1.5,69.1,33000,4713
20161206,-1.1,0,38.5,35000,4713
20161207,1.7,0,58.3,37000,4781
20161208,2.1,3,70,39000,5338
20161209,1.4,3,65.8,40000,5338
20161210,-1.6,0,47.6,40000,5338
20161211,-1.1,0,42.6,40000,5338
20161212,2.3,0,37.9,40000,5338
20161213,3.4,0,53.6,42000,5614
20161214,-1.4,0.1,68.1,42000,5676
20161215,-5,0,41.8,44000,6180
20161216,-4.7,0,40.3,42000,6180
20161217,2.7,0,60.1,42000,6180
20161218,4.9,0,68.8,40000,6243
20161219,7.2,0.1,66,40000,6243
20161220,7.6,0,71.3,41000,6243
20161221,7.9,29,75.5,42000,6305
20161222,5.5,23.5,90.3,42000,6430
20161223,-2.5,0.1,71.1,42000,6171
20161224,-2.4,0,66,42000,6171
20161225,1,0,69.5,43000,6171
20161226,2.5,0,73.8,43000,6171
20161227,-2.3,0.5,54.6,45000,6171
20161228,-3.7,0,49,43000,5938
20161229,-4.2,0.3,53.1,42000,5806
20161230,-3.9,0,50.9,43000,5806
20161231,0.7,0,65.4,43000,5806
20170101,2.7,0,75.9,43000,5838
20170102,5,0.3,77.8,43000,5838
20170103,2,0,61.8,41000,5838
20170104,3.9,0,55,40000,5838
20170105,3.8,0,52.3,38000,5963
20170106,5.4,0,58.5,38000,5963
20170107,4.6,0,64.9,38000,5963
20170108,6.5,0,61.4,36000,5963
20170109,1.5,0,60.8,36000,5963
20170110,-3.7,0,45.1,34000,5963
20170111,-3.8,0,36.4,35000,5963
20170112,-2.2,0,43.1,34000,5881
20170113,-6,0.6,47.4,35000,5881
20170114,-8.4,0,33.3,35000,5881
20170115,-6.6,0,35.3,33000,5881
20170116,-3.8,0,37.6,33000,5881
20170117,-2,0,46.6,35000,5944
20170118,-0.5,0,68.9,35000,5944
20170119,-1.2,0,55.4,32000,5900
20170120,-4.4,4,70.3,34000,5900
20170121,-5.2,2.1,78.1,34000,5900
20170122,-8.3,0,51.3,32000,5900
20170123,-8.9,0,48.4,32000,5900
20170124,-7,0,49.6,34000,5963
20170125,-5.2,0,50.6,35000,5900
20170126,-1.3,0.3,64.4,38000,5838
20170127,-2.6,3,47.3,38000,5838
20170128,-1.6,0,38,38000,5838
20170129,0.8,4.5,71.1,38000,5838
20170130,-4.8,0.1,61.4,38000,5838
20170131,-5.4,0,44.8,38000,5838
20170201,-4,0,44.5,38000,5775
20170202,-2.7,0,52.9,40000,5650
20170203,1.5,0,65.4,40000,5588
20170204,0.9,0,69.4,40000,5588
20170205,1.2,0.5,75.3,40000,5588
20170206,-1.7,0,51,40000,5588
20170207,-2,0,45.4,38000,5588
20170208,-2.2,0,50.1,38000,5588
20170209,-5.3,0,47,40000,5588
20170210,-6.6,0,44.3,38000,5588
20170211,-4.8,0,45.4,38000,5588
20170212,-2.2,0,51.3,37000,5588
20170213,0.1,0,59.6,37000,5588
20170214,0.3,0,46,39000,5713
20170215,1.8,0,52.1,38000,5713
20170216,5.5,0,63.9,36000,5588
20170217,0.8,4,56.9,35000,5588
20170218,-2.6,0,49.4,35000,5588
20170219,2.3,1,68,36000,5650
20170220,-1.5,0.5,53.8,36000,5650
20170221,-0.6,0,37.1,36000,5650
20170222,1.7,5.1,70.8,36000,5650
20170223,-1.5,0,56.4,34000,5025
20170224,-0.8,0,51.3,32000,4963
20170225,2.6,0,63.6,32000,4963
20170226,3.6,0,52.8,35000,4900
20170227,3.7,0,37.4,35000,4900
20170228,5.6,0,41.5,34000,4900
20170301,5,5,65,34000,4900
20170302,1.8,0.5,59.5,33000,5330
20170303,3.3,0,54.4,31000,5286
20170304,5.7,0,60,31000,5286
20170305,5.2,0.5,71.6,33000,5506
20170306,0.1,0,41.3,33000,5506
20170307,-1.3,0,37.5,35000,5375
20170308,-0.1,0,50.6,35000,5375
20170309,3.2,0,47.3,33000,4949
20170310,4.8,0,37.4,32000,4949
20170311,7.3,0,37.4,32000,4949
20170312,8.2,0,58.4,31000,4918
20170313,6.9,0,49.8,31000,4918
20170314,5.8,0,37.5,31000,4918
20170315,6.3,0,34.9,30000,4793
20170316,6.2,0,41.8,29000,4511
20170317,7.7,0,43.1,29000,4511
20170318,9.5,0,34.1,29000,4511
20170319,10.9,0,36,30000,4449
20170320,10.2,0,40.4,30000,4449
20170321,7.4,0,48.1,28000,4449
20170322,7.6,0,32.8,28000,4449
20170323,9.1,0,34,28000,4261
20170324,8.7,0,41.4,28000,4261
20170325,8.1,0,41.1,28000,4261
20170326,7.3,0,53.1,28000,4261
20170327,6.1,0.4,67.4,28000,4261
20170328,7.1,0,59.8,28000,4324
20170329,8.8,0,54.9,28000,4324
20170330,10.6,0,50,27000,4350
20170331,8.6,1.5,70.6,28000,4350
20170401,9,1,60.5,29000,4350
20170402,9,0,53.1,29000,4350
20170403,11.4,0,45.6,29000,4350
20170404,14.1,0,35.3,27000,4350
20170405,12,37.5,66,27000,4350
20170406,10.4,3,90,28000,3621
20170407,14.5,0,68.1,28000,3621
20170408,13,0.5,74.5,28000,3621
20170409,14.8,0.5,59.6,28000,3640
20170410,16.5,0,25.8,28000,3640
20170411,15.3,0,36.8,28000,3678
20170412,11.5,0,21.8,28000,3678
20170413,12.7,0,54,26000,4021
20170414,13,6,57.9,25000,3959
20170415,16.8,0,59.4,25000,3959
20170416,18.7,0,52.9,23000,3959
20170417,14.7,5.5,66.5,23000,3959
20170418,11.7,7.5,76.5,21000,3959
